event,date,fight,predicted_winner,correct,creator
UFC 298: Volkanovski vs. Topuria,2024-02-17,Ilia Topuria vs Alexander Volkanovski,Ilia Topuria,True,mma_guru
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Daniel Marcos vs Aoriqileng,Daniel Marcos,,mma_guru
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Hyder Amil vs Fernie Garcia,Hyder Amil,True,mma_guru
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Bogdan Guskov vs Zac Pauga,Bogdan Guskov,True,mma_guru
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Max Griffin vs Jeremiah Wells,Jeremiah Wells,False,mma_guru
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Marcin Prachnio vs Devin Clark,Marcin Prachnio,True,mma_guru
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Loma Lookboonmee vs Bruna Brasil,Loma Lookboonmee,True,mma_guru
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Bolaji Oki vs Timmy Cuamba,Bolaji Oki,True,mma_guru
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Carlos Prates vs Trevin Giles,Carlos Prates,True,mma_guru
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Rodolfo Vieira vs Armen Petrosyan,Armen Petrosyan,False,mma_guru
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Michael Johnson vs Darrius Flowers,Michael Johnson,True,mma_guru
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Gregory Rodrigues vs Brad Tavares,Gregory Rodrigues,True,mma_guru
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Ihor Potieria vs Robert Bryczek,Robert Bryczek,False,mma_guru
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Dan Ige vs Andre Fili,Dan Ige,True,mma_guru
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,Jack Hermansson vs Joe Pyfer,Joe Pyfer,False,mma_guru
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Nassourdine Imavov vs Roman Dolidze,Nassourdine Imavov,True,mma_guru
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Renato Moicano vs Drew Dober,Drew Dober,False,mma_guru
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Randy Brown vs Muslim Salikhov,Randy Brown,True,mma_guru
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Natalia Silva vs Viviane Araujo,Natalia Silva,True,mma_guru
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Aliaskhab Khizriev vs Makhmud Muradov,Aliaskhab Khizriev,,mma_guru
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Charles Radtke vs Gilbert Urbina,Gilbert Urbina,False,mma_guru
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Molly McCann vs Diana Belbita,Molly McCann,True,mma_guru
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Charles Johnson vs Azat Maksum,Azat Maksum,False,mma_guru
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Themba Gorimbo vs Pete Rodriguez,Themba Gorimbo,True,mma_guru
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,JeongYeong Lee vs Blake Bilder,JeongYeong Lee,True,mma_guru
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Luana Carolina vs Julija Stoliarenko,Luana Carolina,True,mma_guru
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,MarQuel Mederos vs Landon Quinones,MarQuel Mederos,True,mma_guru
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Jamal Pogues vs Thomas Petersen,Jamal Pogues,True,mma_guru
UFC 297: Strickland vs. Du Plessis,2024-01-20,Dricus Du Plessis vs Sean Strickland,Dricus Du Plessis,True,mma_guru
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Joshua Van vs Felipe Bunes,Joshua Van,True,mma_guru
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Nikolas Motta vs Tom Nolan,Tom Nolan,False,mma_guru
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Jean Silva vs Westin Wilson,Jean Silva,True,mma_guru
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Farid Basharat vs Taylor Lapilus,Farid Basharat,True,mma_guru
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Marcus McGhee vs Gaston Bolanos,Marcus McGhee,True,mma_guru
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Preston Parsons vs Matthew Semelsberger,Matthew Semelsberger,False,mma_guru
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Waldo Cortes Acosta vs Andrei Arlovski,Waldo Cortes Acosta,True,mma_guru
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Brunno Ferreira vs Phil Hawes,Brunno Ferreira,True,mma_guru
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Mario Bautista vs Ricky Simon,Ricky Simon,False,mma_guru
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Jim Miller vs Gabriel Benitez,Jim Miller,True,mma_guru
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Magomed Ankalaev vs Johnny Walker,Johnny Walker,False,mma_guru
UFC Fight Night: Covington vs. Buckley,2024-12-14,Piera Rodriguez vs Josefine Knutsson,Josefine Knutsson,False,mma_joey
UFC Fight Night: Covington vs. Buckley,2024-12-14,Davey Grant vs Ramon Taveras,Ramon Taveras,False,mma_joey
UFC Fight Night: Covington vs. Buckley,2024-12-14,Miranda Maverick vs Jamey-Lyn Horth,Miranda Maverick,True,mma_joey
UFC Fight Night: Covington vs. Buckley,2024-12-14,Felipe Lima vs Miles Johns,Felipe Lima,True,mma_joey
UFC Fight Night: Covington vs. Buckley,2024-12-14,Sean Woodson vs Fernando Padilla,Sean Woodson,True,mma_joey
UFC Fight Night: Covington vs. Buckley,2024-12-14,Joel Alvarez vs Drakkar Klose,Joel Alvarez,True,mma_joey
UFC Fight Night: Covington vs. Buckley,2024-12-14,Michael Johnson vs Ottman Azaitar,Michael Johnson,True,mma_joey
UFC Fight Night: Covington vs. Buckley,2024-12-14,Navajo Stirling vs Tuco Tokkos,Navajo Stirling,True,mma_joey
UFC Fight Night: Covington vs. Buckley,2024-12-14,Daniel Marcos vs Adrian Yanez,Daniel Marcos,True,mma_joey
UFC Fight Night: Covington vs. Buckley,2024-12-14,Dustin Jacoby vs Vitor Petrino,Dustin Jacoby,True,mma_joey
UFC Fight Night: Covington vs. Buckley,2024-12-14,Manel Kape vs Bruno Silva,Manel Kape,True,mma_joey
UFC Fight Night: Covington vs. Buckley,2024-12-14,Cub Swanson vs Billy Quarantillo,Cub Swanson,True,mma_joey
UFC Fight Night: Covington vs. Buckley,2024-12-14,Joaquin Buckley vs Colby Covington,Joaquin Buckley,True,mma_joey
UFC 310: Pantoja vs. Asakura,2024-12-07,Kennedy Nzechukwu vs Lukasz Brzeski,Kennedy Nzechukwu,True,mma_joey
UFC 310: Pantoja vs. Asakura,2024-12-07,Chase Hooper vs Clay Guida,Chase Hooper,True,mma_joey
UFC 310: Pantoja vs. Asakura,2024-12-07,Michael Chiesa vs Max Griffin,Max Griffin,False,mma_joey
UFC 310: Pantoja vs. Asakura,2024-12-07,Joshua Van vs Cody Durden,Joshua Van,True,mma_joey
UFC 310: Pantoja vs. Asakura,2024-12-07,Eryk Anders vs Chris Weidman,Eryk Anders,True,mma_joey
UFC 310: Pantoja vs. Asakura,2024-12-07,Bryan Battle vs Randy Brown,Bryan Battle,True,mma_joey
UFC 310: Pantoja vs. Asakura,2024-12-07,Movsar Evloev vs Aljamain Sterling,Movsar Evloev,True,mma_joey
UFC 310: Pantoja vs. Asakura,2024-12-07,Vicente Luque vs Themba Gorimbo,Themba Gorimbo,False,mma_joey
UFC 310: Pantoja vs. Asakura,2024-12-07,Dominick Reyes vs Anthony Smith,Dominick Reyes,True,mma_joey
UFC 310: Pantoja vs. Asakura,2024-12-07,Dooho Choi vs Nate Landwehr,Nate Landwehr,False,mma_joey
UFC 310: Pantoja vs. Asakura,2024-12-07,Bryce Mitchell vs Kron Gracie,Bryce Mitchell,True,mma_joey
UFC 310: Pantoja vs. Asakura,2024-12-07,Ciryl Gane vs Alexander Volkov,Ciryl Gane,True,mma_joey
UFC 310: Pantoja vs. Asakura,2024-12-07,Shavkat Rakhmonov vs Ian Machado Garry,Ian Machado Garry,False,mma_joey
UFC 310: Pantoja vs. Asakura,2024-12-07,Alexandre Pantoja vs Kai Asakura,Alexandre Pantoja,True,mma_joey
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,Xiao Long vs Quang Le,Quang Le,False,mma_joey
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,Lone'er Kavanagh vs Jose Ochoa,Lone'er Kavanagh,True,mma_joey
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,Carlos Hernandez vs Nyamjargal Tumendemberel,Carlos Hernandez,True,mma_joey
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,DongHun Choi vs Kiru Sahota,Kiru Sahota,False,mma_joey
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,SuYoung You vs Baergeng Jieleyisi,SuYoung You,True,mma_joey
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,Zhang Mingyang vs Ozzy Diaz,Zhang Mingyang,True,mma_joey
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,Carlos Ulberg vs Volkan Oezdemir,Carlos Ulberg,True,mma_joey
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,Gabriella Fernandes vs Wang Cong,Wang Cong,False,mma_joey
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,Muslim Salikhov vs Song Kenan,Muslim Salikhov,True,mma_joey
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,Yan Xiaonan vs Tabatha Ricci,Yan Xiaonan,True,mma_joey
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,Petr Yan vs Deiveson Figueiredo,Petr Yan,True,mma_joey
UFC 309: Jones vs. Miocic,2024-11-16,Eduarda Moura vs Veronica Hardy,Veronica Hardy,False,mma_joey
UFC 309: Jones vs. Miocic,2024-11-16,Oban Elliott vs Bassil Hafez,Oban Elliott,True,mma_joey
UFC 309: Jones vs. Miocic,2024-11-16,Ramiz Brahimaj vs Mickey Gall,Mickey Gall,False,mma_joey
UFC 309: Jones vs. Miocic,2024-11-16,Marcin Tybura vs Jhonata Diniz,Jhonata Diniz,False,mma_joey
UFC 309: Jones vs. Miocic,2024-11-16,Jim Miller vs Damon Jackson,Damon Jackson,False,mma_joey
UFC 309: Jones vs. Miocic,2024-11-16,Marcus McGhee vs Jonathan Martinez,Marcus McGhee,True,mma_joey
UFC 309: Jones vs. Miocic,2024-11-16,Mauricio Ruffy vs James Llontop,Mauricio Ruffy,True,mma_joey
UFC 309: Jones vs. Miocic,2024-11-16,Viviane Araujo vs Karine Silva,Karine Silva,False,mma_joey
UFC 309: Jones vs. Miocic,2024-11-16,Bo Nickal vs Paul Craig,Bo Nickal,True,mma_joey
UFC 309: Jones vs. Miocic,2024-11-16,Charles Oliveira vs Michael Chandler,Charles Oliveira,True,mma_joey
UFC 309: Jones vs. Miocic,2024-11-16,Jon Jones vs Stipe Miocic,Jon Jones,True,mma_joey
UFC Fight Night: Magny vs. Prates,2024-11-09,Carlos Prates vs Neil Magny,Carlos Prates,True,mma_joey
UFC Fight Night: Magny vs. Prates,2024-11-09,Reinier de Ridder vs Gerald Meerschaert,Reinier de Ridder,True,mma_joey
UFC Fight Night: Magny vs. Prates,2024-11-09,Gaston Bolanos vs Cortavious Romious,Cortavious Romious,False,mma_joey
UFC Fight Night: Magny vs. Prates,2024-11-09,Gillian Robertson vs Luana Pinheiro,Gillian Robertson,True,mma_joey
UFC Fight Night: Magny vs. Prates,2024-11-09,Mansur Abdul-Malik vs Dusko Todorovic,Mansur Abdul-Malik,True,mma_joey
UFC Fight Night: Magny vs. Prates,2024-11-09,Denise Gomes vs Karolina Kowalkiewicz,Denise Gomes,True,mma_joey
UFC Fight Night: Magny vs. Prates,2024-11-09,Charles Radtke vs Matthew Semelsberger,Charles Radtke,True,mma_joey
UFC Fight Night: Magny vs. Prates,2024-11-09,Da'Mon Blackshear vs Cody Stamann,Da'Mon Blackshear,True,mma_joey
UFC Fight Night: Magny vs. Prates,2024-11-09,Tresean Gore vs Antonio Trocoli,Tresean Gore,True,mma_joey
UFC Fight Night: Magny vs. Prates,2024-11-09,Melissa Mullins vs Klaudia Sygula,Klaudia Sygula,False,mma_joey
UFC 308: Topuria vs. Holloway,2024-10-26,Khamzat Chimaev vs Robert Whittaker,Khamzat Chimaev,True,mma_joey
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,Austen Lane vs Robelis Despaigne,Robelis Despaigne,False,mma_joey
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,Melissa Martinez vs Alice Ardelean,Melissa Martinez,True,mma_joey
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,Elise Reed vs Jessica Penne,Elise Reed,True,mma_joey
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,Joselyne Edwards vs Tamires Vidal,Joselyne Edwards,True,mma_joey
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,Jean Matsumoto vs Brad Katona,Jean Matsumoto,True,mma_joey
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,Asu Almabayev vs Matheus Nicolau,Asu Almabayev,True,mma_joey
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,Darren Elkins vs Daniel Pineda,Daniel Pineda,False,mma_joey
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,Cameron Smotherman vs Jake Hadley,Cameron Smotherman,True,mma_joey
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,Charles Johnson vs Sumudaerji,Charles Johnson,True,mma_joey
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,Rob Font vs Kyler Phillips,Kyler Phillips,False,mma_joey
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,Anthony Hernandez vs Michel Pereira,Anthony Hernandez,True,mma_joey
UFC Fight Night: Royval vs. Taira,2024-10-12,Brandon Royval vs Tatsuro Taira,Tatsuro Taira,False,mma_joey
UFC Fight Night: Royval vs. Taira,2024-10-12,JunYong Park vs Brad Tavares,JunYong Park,True,mma_joey
UFC Fight Night: Royval vs. Taira,2024-10-12,Chidi Njokuani vs Jared Gooden,Chidi Njokuani,True,mma_joey
UFC Fight Night: Royval vs. Taira,2024-10-12,Grant Dawson vs Rafa Garcia,Grant Dawson,True,mma_joey
UFC Fight Night: Royval vs. Taira,2024-10-12,Daniel Rodriguez vs Alex Morono,Daniel Rodriguez,True,mma_joey
UFC Fight Night: Royval vs. Taira,2024-10-12,Ramazan Temirov vs CJ Vergara,Ramazan Temirov,True,mma_joey
UFC Fight Night: Royval vs. Taira,2024-10-12,Pat Sabatini vs Jonathan Pearce,Jonathan Pearce,False,mma_joey
UFC Fight Night: Royval vs. Taira,2024-10-12,Themba Gorimbo vs Niko Price,Themba Gorimbo,True,mma_joey
UFC Fight Night: Royval vs. Taira,2024-10-12,Junior Tafa vs Sean Sharaf,Junior Tafa,True,mma_joey
UFC Fight Night: Royval vs. Taira,2024-10-12,Julia Polastri vs Cory McKenna,Julia Polastri,True,mma_joey
UFC Fight Night: Royval vs. Taira,2024-10-12,Cody Haddon vs Dan Argueta,Cody Haddon,True,mma_joey
UFC Fight Night: Royval vs. Taira,2024-10-12,Clayton Carpenter vs Lucas Rocha,Clayton Carpenter,True,mma_joey
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Court McGee vs Tim Means,Tim Means,False,mma_joey
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Ryan Spann vs Ovince Saint Preux,Ryan Spann,True,mma_joey
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Tecia Pennington vs Carla Esparza,Carla Esparza,False,mma_joey
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Alexander Hernandez vs Austin Hubbard,Austin Hubbard,False,mma_joey
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Cesar Almeida vs Ihor Potieria,Cesar Almeida,True,mma_joey
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Iasmin Lucindo vs Marina Rodriguez,Marina Rodriguez,False,mma_joey
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Joaquin Buckley vs Stephen Thompson,Joaquin Buckley,True,mma_joey
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Roman Dolidze vs Kevin Holland,Roman Dolidze,True,mma_joey
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Kayla Harrison vs Ketlen Vieira,Kayla Harrison,True,mma_joey
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Mario Bautista vs Jose Aldo,Mario Bautista,True,mma_joey
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Julianna Pena vs Raquel Pennington,Julianna Pena,True,mma_joey
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Alex Pereira vs Khalil Rountree Jr.,Alex Pereira,True,mma_joey
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,Chris Duncan vs Bolaji Oki,Bolaji Oki,False,mma_joey
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,Jacqueline Cavalcanti vs Nora Cornolle,Jacqueline Cavalcanti,True,mma_joey
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,Daniel Barez vs Victor Altamirano,Daniel Barez,True,mma_joey
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,Ailin Perez vs Daria Zhelezniakova,Ailin Perez,True,mma_joey
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,Taylor Lapilus vs Vince Morales,Taylor Lapilus,True,mma_joey
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,Ludovit Klein vs Roosevelt Roberts,Ludovit Klein,True,mma_joey
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,Oumar Sy vs Da Woon Jung,Oumar Sy,True,mma_joey
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,Ion Cutelaba vs Ivan Erslan,Ion Cutelaba,True,mma_joey
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,Fares Ziam vs Matt Frevola,Matt Frevola,False,mma_joey
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,William Gomis vs Joanderson Brito,Joanderson Brito,False,mma_joey
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,Bryan Battle vs Kevin Jousset,Bryan Battle,True,mma_joey
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,Morgan Charriere vs Gabriel Miranda,Morgan Charriere,True,mma_joey
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,Nassourdine Imavov vs Brendan Allen,Nassourdine Imavov,True,mma_joey
UFC Fight Night: Moicano vs. Saint Denis,2024-09-28,Renato Moicano vs Benoit Saint Denis,Benoit Saint Denis,False,mma_joey
UFC 306: Riyadh Season Noche UFC,2024-09-14,Raul Rosas Jr. vs Aoriqileng,Raul Rosas Jr.,True,mma_joey
UFC 306: Riyadh Season Noche UFC,2024-09-14,Joshua Van vs Edgar Chairez,Joshua Van,True,mma_joey
UFC 306: Riyadh Season Noche UFC,2024-09-14,Ketlen Souza vs Yazmin Jauregui,Yazmin Jauregui,False,mma_joey
UFC 306: Riyadh Season Noche UFC,2024-09-14,Ignacio Bahamondes vs Manuel Torres,Manuel Torres,False,mma_joey
UFC 306: Riyadh Season Noche UFC,2024-09-14,Norma Dumont vs Irene Aldana,Norma Dumont,True,mma_joey
UFC 306: Riyadh Season Noche UFC,2024-09-14,Ronaldo Rodriguez vs Ode Osbourne,Ronaldo Rodriguez,True,mma_joey
UFC 306: Riyadh Season Noche UFC,2024-09-14,Esteban Ribovics vs Daniel Zellhuber,Daniel Zellhuber,False,mma_joey
UFC 306: Riyadh Season Noche UFC,2024-09-14,Diego Lopes vs Brian Ortega,Diego Lopes,True,mma_joey
UFC 306: Riyadh Season Noche UFC,2024-09-14,Valentina Shevchenko vs Alexa Grasso,Alexa Grasso,False,mma_joey
UFC 306: Riyadh Season Noche UFC,2024-09-14,Merab Dvalishvili vs Sean O'Malley,Sean O'Malley,False,mma_joey
UFC Fight Night: Burns vs. Brady,2024-09-07,Nathan Fletcher vs Zygimantas Ramaska,Zygimantas Ramaska,False,mma_joey
UFC Fight Night: Burns vs. Brady,2024-09-07,Andre Petroski vs Dylan Budka,Andre Petroski,True,mma_joey
UFC Fight Night: Burns vs. Brady,2024-09-07,Jaqueline Amorim vs Vanessa Demopoulos,Jaqueline Amorim,True,mma_joey
UFC Fight Night: Burns vs. Brady,2024-09-07,Gabriel Santos vs Yizha,Gabriel Santos,True,mma_joey
UFC Fight Night: Burns vs. Brady,2024-09-07,Andre Lima vs Felipe dos Santos,Felipe dos Santos,False,mma_joey
UFC Fight Night: Burns vs. Brady,2024-09-07,Isaac Dulgarian vs Brendon Marotte,Isaac Dulgarian,True,mma_joey
UFC Fight Night: Burns vs. Brady,2024-09-07,Yanal Ashmouz vs Trevor Peek,Yanal Ashmouz,True,mma_joey
UFC Fight Night: Burns vs. Brady,2024-09-07,Chris Padilla vs Rongzhu,Rongzhu,False,mma_joey
UFC Fight Night: Burns vs. Brady,2024-09-07,Steve Garcia vs Kyle Nelson,Steve Garcia,True,mma_joey
UFC Fight Night: Burns vs. Brady,2024-09-07,Natalia Silva vs Jessica Andrade,Natalia Silva,True,mma_joey
UFC Fight Night: Burns vs. Brady,2024-09-07,Sean Brady vs Gilbert Burns,Gilbert Burns,False,mma_joey
UFC Fight Night: Cannonier vs. Borralho,2024-08-24,Wang Cong vs Victoria Leonardo,Wang Cong,True,mma_joey
UFC Fight Night: Cannonier vs. Borralho,2024-08-24,Jacqueline Cavalcanti vs Josiane Nunes,Jacqueline Cavalcanti,True,mma_joey
UFC Fight Night: Cannonier vs. Borralho,2024-08-24,Viacheslav Borshchev vs James Llontop,James Llontop,False,mma_joey
UFC Fight Night: Cannonier vs. Borralho,2024-08-24,Zach Reese vs Jose Daniel Medina,Zach Reese,True,mma_joey
UFC Fight Night: Cannonier vs. Borralho,2024-08-24,Francis Marshall vs Dennis Buzukja,Dennis Buzukja,False,mma_joey
UFC Fight Night: Cannonier vs. Borralho,2024-08-24,Gerald Meerschaert vs Edmen Shahbazyan,Edmen Shahbazyan,False,mma_joey
UFC Fight Night: Cannonier vs. Borralho,2024-08-24,Michael Morales vs Neil Magny,Michael Morales,True,mma_joey
UFC Fight Night: Cannonier vs. Borralho,2024-08-24,Ryan Loder vs Robert Valentin,Ryan Loder,True,mma_joey
UFC Fight Night: Cannonier vs. Borralho,2024-08-24,Tabatha Ricci vs Angela Hill,Angela Hill,False,mma_joey
UFC Fight Night: Cannonier vs. Borralho,2024-08-24,Caio Borralho vs Jared Cannonier,Caio Borralho,True,mma_joey
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Dricus Du Plessis vs Israel Adesanya,Israel Adesanya,False,mma_joey
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Dan Hooker vs Mateusz Gamrot,Mateusz Gamrot,False,mma_joey
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Carlos Prates vs Li Jingliang,Carlos Prates,True,mma_joey
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Serghei Spivac vs Marcin Tybura,Marcin Tybura,False,mma_joey
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Chepe Mariscal vs Damon Jackson,Chepe Mariscal,True,mma_joey
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Danny Barlow vs Nikolay Veretennikov,Danny Barlow,True,mma_joey
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Yana Santos vs Chelsea Chandler,Chelsea Chandler,False,mma_joey
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Toshiomi Kazama vs Charalampos Grigoriou,Charalampos Grigoriou,False,mma_joey
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Karol Rosa vs Pannie Kianzad,Karol Rosa,True,mma_joey
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Jhonata Diniz vs Karl Williams,Karl Williams,False,mma_joey
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Youssef Zalal vs Jarno Errens,Youssef Zalal,True,mma_joey
UFC Fight Night: Tybura vs. Spivac 2,2024-08-10,Stephanie Luciano vs Talita Alencar,Talita Alencar,False,mma_joey
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Sedriques Dumas vs Denis Tiuliulin,Sedriques Dumas,True,mma_joey
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Jai Herbert vs Rolando Bedoya,Jai Herbert,True,mma_joey
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Sam Hughes vs Viktoriia Dudakova,Viktoriia Dudakova,False,mma_joey
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Guram Kutateladze vs Jordan Vucenic,Guram Kutateladze,True,mma_joey
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Shamil Gaziev vs Don'Tale Mayes,Shamil Gaziev,True,mma_joey
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Kaue Fernandes vs Mohammad Yahya,Kaue Fernandes,True,mma_joey
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Azamat Murzakanov vs Alonzo Menifield,Azamat Murzakanov,True,mma_joey
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Joel Alvarez vs Elves Brener,Elves Brener,False,mma_joey
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Mackenzie Dern vs Loopy Godinez,Loopy Godinez,False,mma_joey
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Michael Chiesa vs Tony Ferguson,Michael Chiesa,True,mma_joey
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Deiveson Figueiredo vs Marlon Vera,Deiveson Figueiredo,True,mma_joey
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Shara Magomedov vs Michal Oleksiejczuk,Shara Magomedov,True,mma_joey
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Umar Nurmagomedov vs Cory Sandhagen,Umar Nurmagomedov,True,mma_joey
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Belal Muhammad vs Leon Edwards,Belal Muhammad,True,mma_joey
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Tom Aspinall vs Curtis Blaydes,Tom Aspinall,True,mma_joey
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Arnold Allen vs Giga Chikadze,Arnold Allen,True,mma_joey
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Rose Namajunas vs Tracy Cortez,Rose Namajunas,True,mma_joey
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Muslim Salikhov vs Santiago Ponzinibbio,Santiago Ponzinibbio,False,mma_joey
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Jean Silva vs Drew Dober,Jean Silva,True,mma_joey
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Gabriel Bonfim vs Ange Loosa,Gabriel Bonfim,True,mma_joey
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Julian Erosa vs Christian Rodriguez,Christian Rodriguez,False,mma_joey
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Abdul Razak Alhassan vs Cody Brundage,Abdul Razak Alhassan,,mma_joey
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Charles Johnson vs Joshua Van,Joshua Van,False,mma_joey
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Jasmine Jasudavicius vs Fatima Kline,Fatima Kline,False,mma_joey
