event,date,fight,predicted_winner,correct,creator
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Marcus McGhee vs Gaston Bolanos,Marcus McGhee,True,mma_joey
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Preston Parsons vs Matthew Semelsberger,Preston Parsons,True,mma_joey
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Waldo Cortes Acosta vs Andrei Arlovski,Waldo Cortes Acosta,True,mma_joey
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Brunno Ferreira vs Phil Hawes,Brunno Ferreira,True,mma_joey
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Mario Bautista vs Ricky Simon,Mario Bautista,True,mma_joey
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Jim Miller vs Gabriel Benitez,Gabriel Benitez,False,mma_joey
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Magomed Ankalaev vs Johnny Walker,Magomed Ankalaev,True,mma_joey
UFC Fight Night: Covington vs. Buckley,2024-12-14,Joaquin Buckley vs Colby Covington,Joaquin Buckley,True,the_weasel
UFC Fight Night: Covington vs. Buckley,2024-12-14,Cub Swanson vs Billy Quarantillo,Cub Swanson,True,the_weasel
UFC Fight Night: Covington vs. Buckley,2024-12-14,Manel Kape vs Bruno Silva,Manel Kape,True,the_weasel
UFC Fight Night: Covington vs. Buckley,2024-12-14,Dustin Jacoby vs Vitor Petrino,Vitor Petrino,False,the_weasel
UFC Fight Night: Covington vs. Buckley,2024-12-14,Daniel Marcos vs Adrian Yanez,Adrian Yanez,False,the_weasel
UFC Fight Night: Covington vs. Buckley,2024-12-14,Navajo Stirling vs Tuco Tokkos,Navajo Stirling,True,the_weasel
UFC Fight Night: Covington vs. Buckley,2024-12-14,Michael Johnson vs Ottman Azaitar,Michael Johnson,True,the_weasel
UFC Fight Night: Covington vs. Buckley,2024-12-14,Joel Alvarez vs Drakkar Klose,Joel Alvarez,True,the_weasel
UFC Fight Night: Covington vs. Buckley,2024-12-14,Sean Woodson vs Fernando Padilla,Sean Woodson,True,the_weasel
UFC Fight Night: Covington vs. Buckley,2024-12-14,Felipe Lima vs Miles Johns,Felipe Lima,True,the_weasel
UFC Fight Night: Covington vs. Buckley,2024-12-14,Miranda Maverick vs Jamey-Lyn Horth,Miranda Maverick,True,the_weasel
UFC Fight Night: Covington vs. Buckley,2024-12-14,Davey Grant vs Ramon Taveras,Ramon Taveras,False,the_weasel
UFC Fight Night: Covington vs. Buckley,2024-12-14,Piera Rodriguez vs Josefine Knutsson,Josefine Knutsson,False,the_weasel
UFC 310: Pantoja vs. Asakura,2024-12-07,Alexandre Pantoja vs Kai Asakura,Alexandre Pantoja,True,the_weasel
UFC 310: Pantoja vs. Asakura,2024-12-07,Shavkat Rakhmonov vs Ian Machado Garry,Shavkat Rakhmonov,True,the_weasel
UFC 310: Pantoja vs. Asakura,2024-12-07,Ciryl Gane vs Alexander Volkov,Ciryl Gane,True,the_weasel
UFC 310: Pantoja vs. Asakura,2024-12-07,Bryce Mitchell vs Kron Gracie,Bryce Mitchell,True,the_weasel
UFC 310: Pantoja vs. Asakura,2024-12-07,Dooho Choi vs Nate Landwehr,Dooho Choi,True,the_weasel
UFC 310: Pantoja vs. Asakura,2024-12-07,Dominick Reyes vs Anthony Smith,Dominick Reyes,True,the_weasel
UFC 310: Pantoja vs. Asakura,2024-12-07,Vicente Luque vs Themba Gorimbo,Themba Gorimbo,False,the_weasel
UFC 310: Pantoja vs. Asakura,2024-12-07,Movsar Evloev vs Aljamain Sterling,Aljamain Sterling,False,the_weasel
UFC 310: Pantoja vs. Asakura,2024-12-07,Bryan Battle vs Randy Brown,Bryan Battle,True,the_weasel
UFC 310: Pantoja vs. Asakura,2024-12-07,Eryk Anders vs Chris Weidman,Chris Weidman,False,the_weasel
UFC 310: Pantoja vs. Asakura,2024-12-07,Joshua Van vs Cody Durden,Joshua Van,True,the_weasel
UFC 310: Pantoja vs. Asakura,2024-12-07,Michael Chiesa vs Max Griffin,Michael Chiesa,True,the_weasel
UFC 310: Pantoja vs. Asakura,2024-12-07,Chase Hooper vs Clay Guida,Chase Hooper,True,the_weasel
UFC 310: Pantoja vs. Asakura,2024-12-07,Kennedy Nzechukwu vs Lukasz Brzeski,Kennedy Nzechukwu,True,the_weasel
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,Petr Yan vs Deiveson Figueiredo,Deiveson Figueiredo,False,the_weasel
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,Yan Xiaonan vs Tabatha Ricci,Yan Xiaonan,True,the_weasel
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,Muslim Salikhov vs Song Kenan,Muslim Salikhov,True,the_weasel
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,Gabriella Fernandes vs Wang Cong,Wang Cong,False,the_weasel
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,Carlos Ulberg vs Volkan Oezdemir,Carlos Ulberg,True,the_weasel
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,Zhang Mingyang vs Ozzy Diaz,Zhang Mingyang,True,the_weasel
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,SuYoung You vs Baergeng Jieleyisi,SuYoung You,True,the_weasel
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,DongHun Choi vs Kiru Sahota,Kiru Sahota,False,the_weasel
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,Shi Ming vs Feng Xiaocan,Feng Xiaocan,False,the_weasel
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,Carlos Hernandez vs Nyamjargal Tumendemberel,Nyamjargal Tumendemberel,False,the_weasel
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,Lone'er Kavanagh vs Jose Ochoa,Lone'er Kavanagh,True,the_weasel
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,Xiao Long vs Quang Le,Quang Le,False,the_weasel
UFC Fight Night: Yan vs. Figueiredo,2024-11-23,Nikolas Motta vs Maheshate,Maheshate,False,the_weasel
UFC 309: Jones vs. Miocic,2024-11-16,Jon Jones vs Stipe Miocic,Jon Jones,True,the_weasel
UFC 309: Jones vs. Miocic,2024-11-16,Charles Oliveira vs Michael Chandler,Charles Oliveira,True,the_weasel
UFC 309: Jones vs. Miocic,2024-11-16,Bo Nickal vs Paul Craig,Bo Nickal,True,the_weasel
UFC 309: Jones vs. Miocic,2024-11-16,Viviane Araujo vs Karine Silva,Karine Silva,False,the_weasel
UFC 309: Jones vs. Miocic,2024-11-16,Mauricio Ruffy vs James Llontop,Mauricio Ruffy,True,the_weasel
UFC 309: Jones vs. Miocic,2024-11-16,Marcus McGhee vs Jonathan Martinez,Marcus McGhee,True,the_weasel
UFC 309: Jones vs. Miocic,2024-11-16,Jim Miller vs Damon Jackson,Jim Miller,True,the_weasel
UFC 309: Jones vs. Miocic,2024-11-16,Marcin Tybura vs Jhonata Diniz,Marcin Tybura,True,the_weasel
UFC 309: Jones vs. Miocic,2024-11-16,Ramiz Brahimaj vs Mickey Gall,Mickey Gall,False,the_weasel
UFC 309: Jones vs. Miocic,2024-11-16,Oban Elliott vs Bassil Hafez,Oban Elliott,True,the_weasel
UFC 309: Jones vs. Miocic,2024-11-16,Eduarda Moura vs Veronica Hardy,Veronica Hardy,False,the_weasel
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,Austen Lane vs Robelis Despaigne,Robelis Despaigne,False,the_weasel
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,Melissa Martinez vs Alice Ardelean,Melissa Martinez,True,the_weasel
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,Elise Reed vs Jessica Penne,Elise Reed,True,the_weasel
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,Joselyne Edwards vs Tamires Vidal,Joselyne Edwards,True,the_weasel
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,Jean Matsumoto vs Brad Katona,Jean Matsumoto,True,the_weasel
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,Asu Almabayev vs Matheus Nicolau,Asu Almabayev,True,the_weasel
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,Darren Elkins vs Daniel Pineda,Darren Elkins,True,the_weasel
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,Cameron Smotherman vs Jake Hadley,Cameron Smotherman,True,the_weasel
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,Charles Johnson vs Sumudaerji,Charles Johnson,True,the_weasel
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,Rob Font vs Kyler Phillips,Kyler Phillips,False,the_weasel
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,Anthony Hernandez vs Michel Pereira,Anthony Hernandez,True,the_weasel
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Alex Pereira vs Khalil Rountree Jr.,Alex Pereira,True,the_weasel
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Julianna Pena vs Raquel Pennington,Raquel Pennington,False,the_weasel
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Mario Bautista vs Jose Aldo,Jose Aldo,False,the_weasel
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Roman Dolidze vs Kevin Holland,Kevin Holland,False,the_weasel
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Kayla Harrison vs Ketlen Vieira,Kayla Harrison,True,the_weasel
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Joaquin Buckley vs Stephen Thompson,Joaquin Buckley,True,the_weasel
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Iasmin Lucindo vs Marina Rodriguez,Marina Rodriguez,False,the_weasel
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Alexander Hernandez vs Austin Hubbard,Austin Hubbard,False,the_weasel
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Cesar Almeida vs Ihor Potieria,Cesar Almeida,True,the_weasel
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Ryan Spann vs Ovince Saint Preux,Ryan Spann,True,the_weasel
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Tecia Pennington vs Carla Esparza,Carla Esparza,False,the_weasel
UFC 307: Pereira vs. Rountree Jr.,2024-10-05,Court McGee vs Tim Means,Tim Means,False,the_weasel
UFC 306: Riyadh Season Noche UFC,2024-09-14,Merab Dvalishvili vs Sean O'Malley,Sean O'Malley,False,the_weasel
UFC 306: Riyadh Season Noche UFC,2024-09-14,Valentina Shevchenko vs Alexa Grasso,Alexa Grasso,False,the_weasel
UFC 306: Riyadh Season Noche UFC,2024-09-14,Diego Lopes vs Brian Ortega,Diego Lopes,True,the_weasel
UFC 306: Riyadh Season Noche UFC,2024-09-14,Esteban Ribovics vs Daniel Zellhuber,Daniel Zellhuber,False,the_weasel
UFC 306: Riyadh Season Noche UFC,2024-09-14,Ronaldo Rodriguez vs Ode Osbourne,Ronaldo Rodriguez,True,the_weasel
UFC 306: Riyadh Season Noche UFC,2024-09-14,Norma Dumont vs Irene Aldana,Norma Dumont,True,the_weasel
UFC 306: Riyadh Season Noche UFC,2024-09-14,Ignacio Bahamondes vs Manuel Torres,Manuel Torres,False,the_weasel
UFC 306: Riyadh Season Noche UFC,2024-09-14,Ketlen Souza vs Yazmin Jauregui,Yazmin Jauregui,False,the_weasel
UFC 306: Riyadh Season Noche UFC,2024-09-14,Joshua Van vs Edgar Chairez,Edgar Chairez,False,the_weasel
UFC 306: Riyadh Season Noche UFC,2024-09-14,Raul Rosas Jr. vs Aoriqileng,Raul Rosas Jr.,True,the_weasel
UFC Fight Night: Burns vs. Brady,2024-09-07,Nathan Fletcher vs Zygimantas Ramaska,Zygimantas Ramaska,False,the_weasel
UFC Fight Night: Burns vs. Brady,2024-09-07,Andre Petroski vs Dylan Budka,Andre Petroski,True,the_weasel
UFC Fight Night: Burns vs. Brady,2024-09-07,Jaqueline Amorim vs Vanessa Demopoulos,Jaqueline Amorim,True,the_weasel
UFC Fight Night: Burns vs. Brady,2024-09-07,Gabriel Santos vs Yizha,Gabriel Santos,True,the_weasel
UFC Fight Night: Burns vs. Brady,2024-09-07,Andre Lima vs Felipe dos Santos,Andre Lima,True,the_weasel
UFC Fight Night: Burns vs. Brady,2024-09-07,Isaac Dulgarian vs Brendon Marotte,Isaac Dulgarian,True,the_weasel
UFC Fight Night: Burns vs. Brady,2024-09-07,Chris Padilla vs Rongzhu,Rongzhu,False,the_weasel
UFC Fight Night: Burns vs. Brady,2024-09-07,Yanal Ashmouz vs Trevor Peek,Trevor Peek,False,the_weasel
UFC Fight Night: Burns vs. Brady,2024-09-07,Cody Durden vs Matt Schnell,Cody Durden,True,the_weasel
UFC Fight Night: Burns vs. Brady,2024-09-07,Steve Garcia vs Kyle Nelson,Steve Garcia,True,the_weasel
UFC Fight Night: Burns vs. Brady,2024-09-07,Natalia Silva vs Jessica Andrade,Natalia Silva,True,the_weasel
UFC Fight Night: Burns vs. Brady,2024-09-07,Sean Brady vs Gilbert Burns,Gilbert Burns,False,the_weasel
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Dricus Du Plessis vs Israel Adesanya,Israel Adesanya,False,the_weasel
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Kai Kara-France vs Steve Erceg,Steve Erceg,False,the_weasel
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Dan Hooker vs Mateusz Gamrot,Mateusz Gamrot,False,the_weasel
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Jairzinho Rozenstruik vs Tai Tuivasa,Jairzinho Rozenstruik,True,the_weasel
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Carlos Prates vs Li Jingliang,Carlos Prates,True,the_weasel
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Valter Walker vs Junior Tafa,Junior Tafa,False,the_weasel
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Ricardo Ramos vs Josh Culibao,Josh Culibao,False,the_weasel
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Casey O'Neill vs Luana Santos,Luana Santos,False,the_weasel
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Jack Jenkins vs Herbert Burns,Jack Jenkins,True,the_weasel
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Tom Nolan vs Alex Reyes,Tom Nolan,True,the_weasel
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Song Kenan vs Ricky Glenn,Song Kenan,True,the_weasel
UFC 305: Du Plessis vs. Adesanya,2024-08-17,Jesus Aguilar vs Stewart Nicoll,Stewart Nicoll,False,the_weasel
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Umar Nurmagomedov vs Cory Sandhagen,Cory Sandhagen,False,the_weasel
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Shara Magomedov vs Michal Oleksiejczuk,Shara Magomedov,True,the_weasel
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Deiveson Figueiredo vs Marlon Vera,Deiveson Figueiredo,True,the_weasel
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Michael Chiesa vs Tony Ferguson,Michael Chiesa,True,the_weasel
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Mackenzie Dern vs Loopy Godinez,Loopy Godinez,False,the_weasel
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Joel Alvarez vs Elves Brener,Elves Brener,False,the_weasel
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Azamat Murzakanov vs Alonzo Menifield,Azamat Murzakanov,True,the_weasel
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Kaue Fernandes vs Mohammad Yahya,Kaue Fernandes,True,the_weasel
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Shamil Gaziev vs Don'Tale Mayes,Shamil Gaziev,True,the_weasel
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Guram Kutateladze vs Jordan Vucenic,Guram Kutateladze,True,the_weasel
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Sam Hughes vs Viktoriia Dudakova,Viktoriia Dudakova,False,the_weasel
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Jai Herbert vs Rolando Bedoya,Jai Herbert,True,the_weasel
UFC Fight Night: Sandhagen vs. Nurmagomedov,2024-08-03,Sedriques Dumas vs Denis Tiuliulin,Sedriques Dumas,True,the_weasel
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Belal Muhammad vs Leon Edwards,Leon Edwards,False,the_weasel
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Tom Aspinall vs Curtis Blaydes,Tom Aspinall,True,the_weasel
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Paddy Pimblett vs King Green,King Green,False,the_weasel
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Gregory Rodrigues vs Christian Leroy Duncan,Christian Leroy Duncan,False,the_weasel
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Arnold Allen vs Giga Chikadze,Arnold Allen,True,the_weasel
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Nathaniel Wood vs Daniel Pineda,Nathaniel Wood,True,the_weasel
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Bruna Brasil vs Molly McCann,Molly McCann,False,the_weasel
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Jake Hadley vs Caolan Loughran,Caolan Loughran,False,the_weasel
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Muhammad Mokaev vs Manel Kape,Muhammad Mokaev,True,the_weasel
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Oban Elliott vs Preston Parsons,Oban Elliott,True,the_weasel
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Modestas Bukauskas vs Marcin Prachnio,Modestas Bukauskas,True,the_weasel
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Sam Patterson vs Kiefer Crosbie,Sam Patterson,True,the_weasel
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Mick Parkin vs Lukasz Brzeski,Mick Parkin,True,the_weasel
UFC 304: Edwards vs. Muhammad 2,2024-07-27,Shauna Bannon vs Alice Ardelean,Alice Ardelean,False,the_weasel
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Vinicius Oliveira vs Ricky Simon,Vinicius Oliveira,True,the_weasel
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Rei Tsuruya vs Carlos Hernandez,Rei Tsuruya,True,the_weasel
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Martin Buday vs Andrei Arlovski,Andrei Arlovski,False,the_weasel
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Gillian Robertson vs Michelle Waterson-Gomez,Gillian Robertson,True,the_weasel
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Payton Talbott vs Yanis Ghemmouri,Payton Talbott,True,the_weasel
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Jean Silva vs Charles Jourdain,Jean Silva,True,the_weasel
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Andre Fili vs Cub Swanson,Cub Swanson,False,the_weasel
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Joe Pyfer vs Marc-Andre Barriault,Joe Pyfer,True,the_weasel
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Macy Chiasson vs Mayra Bueno Silva,Mayra Bueno Silva,False,the_weasel
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Roman Dolidze vs Anthony Smith,Anthony Smith,False,the_weasel
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Ian Machado Garry vs Michael Page,Michael Page,False,the_weasel
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Diego Lopes vs Dan Ige,Diego Lopes,True,the_weasel
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Alex Pereira vs Jiri Prochazka,Alex Pereira,True,the_weasel
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Robert Whittaker vs Ikram Aliskerov,Robert Whittaker,True,the_weasel
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Alexander Volkov vs Sergei Pavlovich,Sergei Pavlovich,False,the_weasel
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Kelvin Gastelum vs Daniel Rodriguez,Kelvin Gastelum,True,the_weasel
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Shara Magomedov vs Antonio Trocoli,Shara Magomedov,True,the_weasel
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Volkan Oezdemir vs Johnny Walker,Volkan Oezdemir,True,the_weasel
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Nasrat Haqparast vs Jared Gordon,Nasrat Haqparast,True,the_weasel
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Felipe Lima vs Muhammad Naimov,Muhammad Naimov,False,the_weasel
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Rinat Fakhretdinov vs Nicolas Dalby,Rinat Fakhretdinov,True,the_weasel
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Muin Gafurov vs Kyung Ho Kang,Muin Gafurov,True,the_weasel
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Magomed Gadzhiyasulov vs Brendson Ribeiro,Magomed Gadzhiyasulov,True,the_weasel
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,ChangHo Lee vs Xiao Long,Xiao Long,False,the_weasel
UFC 302: Makhachev vs. Poirier,2024-06-01,Islam Makhachev vs Dustin Poirier,Islam Makhachev,True,the_weasel
UFC 302: Makhachev vs. Poirier,2024-06-01,Sean Strickland vs Paulo Costa,Sean Strickland,True,the_weasel
UFC 302: Makhachev vs. Poirier,2024-06-01,Kevin Holland vs Michal Oleksiejczuk,Kevin Holland,True,the_weasel
UFC 302: Makhachev vs. Poirier,2024-06-01,Niko Price vs Alex Morono,Alex Morono,False,the_weasel
UFC 302: Makhachev vs. Poirier,2024-06-01,Randy Brown vs Elizeu Zaleski dos Santos,Randy Brown,True,the_weasel
UFC 302: Makhachev vs. Poirier,2024-06-01,Roman Kopylov vs Cesar Almeida,Roman Kopylov,True,the_weasel
UFC 302: Makhachev vs. Poirier,2024-06-01,Jailton Almeida vs Alexandr Romanov,Jailton Almeida,True,the_weasel
UFC 302: Makhachev vs. Poirier,2024-06-01,Grant Dawson vs Joe Solecki,Grant Dawson,True,the_weasel
UFC 302: Makhachev vs. Poirier,2024-06-01,Jake Matthews vs Phil Rowe,Phil Rowe,False,the_weasel
UFC 302: Makhachev vs. Poirier,2024-06-01,Bassil Hafez vs Mickey Gall,Bassil Hafez,True,the_weasel
UFC 302: Makhachev vs. Poirier,2024-06-01,Ailin Perez vs Joselyne Edwards,Ailin Perez,True,the_weasel
UFC 302: Makhachev vs. Poirier,2024-06-01,Andre Lima vs Mitch Raposo,Andre Lima,True,the_weasel
UFC 301: Pantoja vs. Erceg,2024-05-04,Alexandre Pantoja vs Steve Erceg,Steve Erceg,False,the_weasel
UFC 301: Pantoja vs. Erceg,2024-05-04,Jose Aldo vs Jonathan Martinez,Jonathan Martinez,False,the_weasel
UFC 301: Pantoja vs. Erceg,2024-05-04,Anthony Smith vs Vitor Petrino,Vitor Petrino,False,the_weasel
UFC 301: Pantoja vs. Erceg,2024-05-04,Michel Pereira vs Ihor Potieria,Michel Pereira,True,the_weasel
UFC 301: Pantoja vs. Erceg,2024-05-04,Caio Borralho vs Paul Craig,Caio Borralho,True,the_weasel
UFC 301: Pantoja vs. Erceg,2024-05-04,Joanderson Brito vs Jack Shore,Joanderson Brito,True,the_weasel
UFC 301: Pantoja vs. Erceg,2024-05-04,Iasmin Lucindo vs Karolina Kowalkiewicz,Iasmin Lucindo,True,the_weasel
UFC 301: Pantoja vs. Erceg,2024-05-04,Myktybek Orolbai vs Elves Brener,Myktybek Orolbai,True,the_weasel
UFC 301: Pantoja vs. Erceg,2024-05-04,Drakkar Klose vs Joaquim Silva,Drakkar Klose,True,the_weasel
UFC 301: Pantoja vs. Erceg,2024-05-04,Mauricio Ruffy vs Jamie Mullarkey,Mauricio Ruffy,True,the_weasel
UFC 301: Pantoja vs. Erceg,2024-05-04,Dione Barbosa vs Ernesta Kareckaite,Dione Barbosa,True,the_weasel
UFC 301: Pantoja vs. Erceg,2024-05-04,Ismael Bonfim vs Vinc Pichel,Ismael Bonfim,True,the_weasel
UFC 301: Pantoja vs. Erceg,2024-05-04,Alessandro Costa vs Kevin Borjas,Alessandro Costa,True,the_weasel
UFC 300: Pereira vs. Hill,2024-04-13,Alex Pereira vs Jamahal Hill,Alex Pereira,True,the_weasel
UFC 300: Pereira vs. Hill,2024-04-13,Zhang Weili vs Yan Xiaonan,Zhang Weili,True,the_weasel
UFC 300: Pereira vs. Hill,2024-04-13,Max Holloway vs Justin Gaethje,Justin Gaethje,False,the_weasel
UFC 300: Pereira vs. Hill,2024-04-13,Arman Tsarukyan vs Charles Oliveira,Charles Oliveira,False,the_weasel
UFC 300: Pereira vs. Hill,2024-04-13,Bo Nickal vs Cody Brundage,Bo Nickal,True,the_weasel
UFC 300: Pereira vs. Hill,2024-04-13,Jiri Prochazka vs Aleksandar Rakic,Jiri Prochazka,True,the_weasel
UFC 300: Pereira vs. Hill,2024-04-13,Aljamain Sterling vs Calvin Kattar,Calvin Kattar,False,the_weasel
UFC 300: Pereira vs. Hill,2024-04-13,Kayla Harrison vs Holly Holm,Kayla Harrison,True,the_weasel
UFC 300: Pereira vs. Hill,2024-04-13,Diego Lopes vs Sodiq Yusuff,Sodiq Yusuff,False,the_weasel
UFC 300: Pereira vs. Hill,2024-04-13,Renato Moicano vs Jalin Turner,Jalin Turner,False,the_weasel
UFC 300: Pereira vs. Hill,2024-04-13,Jessica Andrade vs Marina Rodriguez,Marina Rodriguez,False,the_weasel
UFC 300: Pereira vs. Hill,2024-04-13,King Green vs Jim Miller,King Green,True,the_weasel
UFC 300: Pereira vs. Hill,2024-04-13,Deiveson Figueiredo vs Cody Garbrandt,Deiveson Figueiredo,True,the_weasel
UFC 299: O'Malley vs. Vera 2,2024-03-09,Sean O'Malley vs Marlon Vera,Sean O'Malley,True,the_weasel
UFC 299: O'Malley vs. Vera 2,2024-03-09,Dustin Poirier vs Benoit Saint Denis,Dustin Poirier,True,the_weasel
UFC 299: O'Malley vs. Vera 2,2024-03-09,Michael Page vs Kevin Holland,Michael Page,True,the_weasel
UFC 299: O'Malley vs. Vera 2,2024-03-09,Jack Della Maddalena vs Gilbert Burns,Jack Della Maddalena,True,the_weasel
UFC 299: O'Malley vs. Vera 2,2024-03-09,Petr Yan vs Song Yadong,Song Yadong,False,the_weasel
UFC 299: O'Malley vs. Vera 2,2024-03-09,Curtis Blaydes vs Jailton Almeida,Curtis Blaydes,True,the_weasel
UFC 299: O'Malley vs. Vera 2,2024-03-09,Maycee Barber vs Katlyn Cerminara,Katlyn Cerminara,False,the_weasel
UFC 299: O'Malley vs. Vera 2,2024-03-09,Mateusz Gamrot vs Rafael Dos Anjos,Mateusz Gamrot,True,the_weasel
UFC 299: O'Malley vs. Vera 2,2024-03-09,Kyler Phillips vs Pedro Munhoz,Kyler Phillips,True,the_weasel
UFC 299: O'Malley vs. Vera 2,2024-03-09,Philipe Lins vs Ion Cutelaba,Philipe Lins,True,the_weasel
UFC 299: O'Malley vs. Vera 2,2024-03-09,Michel Pereira vs Michal Oleksiejczuk,Michel Pereira,True,the_weasel
UFC 299: O'Malley vs. Vera 2,2024-03-09,Robelis Despaigne vs Josh Parisian,Robelis Despaigne,True,the_weasel
UFC 299: O'Malley vs. Vera 2,2024-03-09,Asu Almabayev vs CJ Vergara,Asu Almabayev,True,the_weasel
UFC 299: O'Malley vs. Vera 2,2024-03-09,Joanne Wood vs Maryna Moroz,Maryna Moroz,False,the_weasel
